YEAR,SP,SPEC,CONF,COMMONNAME,SCINAME,SPEC6,CONF6
2002,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,Colpun,
2004,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2006,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2008,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2009,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2010,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2011,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2012,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2013,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2014,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2015,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2016,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2017,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2018,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2019,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
2020,,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,
1998,+,SBWN,*,Spot-breasted Wren,Thryothorus maculipectus,,*
2000,+,SBWN,*,Spot-breasted Wren,Thryothorus maculipectus,Thrmac,*
2002,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,Thrmac,
2004,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,THRMAC,
2006,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,THRMAC,
2008,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,THRMAC,
2009,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,THRMAC,
2010,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,THRMAC,
2011,,SBSW,*,Spot-breasted Wren,Thryothorus maculipectus,THRMAC,
2012,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2013,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2014,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2015,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2016,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2017,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2018,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2019,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
2020,,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,
1998,+,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,,*
2000,+,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,Dyspun,*
2002,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,Dyspun,
2004,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2006,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2008,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2009,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2010,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2011,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2012,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2013,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2014,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2015,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2016,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2017,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2018,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2019,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
2020,,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,
1998,+,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,,*
2000,+,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,Capmar,*
2002,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,Capmar,*
2004,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2006,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2008,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2009,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2010,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2011,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2012,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*
2013,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2014,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2015,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2016,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2017,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2018,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2019,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
2020,,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,
1998,+,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,,*
2000,+,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,Eupimi,*
2002,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,Eupimi,
2004,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2006,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2008,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2009,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2010,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2011,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2012,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2013,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2014,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2015,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2016,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2017,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2018,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2019,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
2020,,SPCE,*,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,
1998,+,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,,*
2000,+,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,Lepaff,*
2002,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,Lepaff,
2004,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2006,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2008,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2009,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2010,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2011,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2012,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2013,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2014,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2015,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2016,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2017,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2018,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2019,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
2020,,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,
1998,+,SFSW,,Spot-fronted Swift,Cypseloides cherriei,,*
2000,+,SFSW,,Spot-fronted Swift,Cypseloides cherriei,Cypche,*
2002,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,Cypche
2004,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2006,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2008,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2009,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2010,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2011,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2012,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2013,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2014,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2015,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2016,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2017,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2018,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2019,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
2020,,SFSW,,Spot-fronted Swift,Cypseloides cherriei,CYPCHE
1998,+,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,,*
2000,+,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,Capmad,*
2002,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,Capmad,*
2004,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,CAPMAD,*
2006,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,CAPMAD,*
2008,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,CAPMAD,*
2009,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,CAPMAD,*
2010,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,CAPMAD,*
2011,,SPTN,*,Spot-tailed Nightjar,Caprimulgus maculicaudus,CAPMAD,*
2012,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAD,*
2013,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAC,
2014,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAC,
2015,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAC,
2016,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAC,
2017,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAC,
2018,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAC,
2019,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAU,*
2020,,SPTN,*,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAU,*
1998,+,SPAN,,Spotted Antbird,Hylophylax naevioides,,*
2000,+,SPAN,,Spotted Antbird,Hylophylax naevioides,Hylnae,*
2002,,SPAN,,Spotted Antbird,Hylophylax naevioides,Hylnae,
2004,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2006,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2008,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2009,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2010,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2011,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2012,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2013,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2014,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2015,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2016,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2017,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2018,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2019,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
2020,,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,
1998,+,SPBA,,Spotted Barbtail,Premnoplex brunnescens,,*
2000,+,SPBA,,Spotted Barbtail,Premnoplex brunnescens,Prebru,*
2002,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,Prebru,
2004,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2006,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2008,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2009,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2010,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2011,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2012,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2013,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2014,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2015,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2016,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2017,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2018,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2019,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
2020,,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,
1998,+,SPCR,,Spotted Crake,Porzana porzana,,*
2000,+,SPCR,,Spotted Crake,Porzana porzana,Porpor,*
2002,,SPCR,,Spotted Crake,Porzana porzana,Porpor,
2004,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2006,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2008,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2009,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2010,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2011,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2012,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2013,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2014,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2015,,SPCR,,Spotted Crake,Porzana porzana,PORPOR,
2016,,SPCR,,Spotted Crake,Porzana porzana,PORPOZ,*
2017,,SPCR,,Spotted Crake,Porzana porzana,PORPOZ,*
2018,,SPCR,,Spotted Crake,Porzana porzana,PORPOZ,*
2019,,SPCR,,Spotted Crake,Porzana porzana,PORPOZ,*
2020,,SPCR,,Spotted Crake,Porzana porzana,PORPOZ,*
1998,+,SPDO,,Spotted Dove,Streptopelia chinensis,,*
2000,+,SPDO,,Spotted Dove,Streptopelia chinensis,Strchi,*
2002,,SPDO,,Spotted Dove,Streptopelia chinensis,Strchi,
2004,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI,
2006,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI,
2008,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI,
2009,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI,
2010,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI,
2011,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2012,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2013,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2014,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2015,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2016,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2017,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2018,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2019,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2020,,SPDO,,Spotted Dove,Streptopelia chinensis,STRCHI
2004,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR
2006,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR
2008,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR
2009,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR
2010,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR
2011,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR
2012,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2013,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2014,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2015,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2016,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2017,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2018,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2019,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
2020,,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,
1998,+,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,,*
2000,+,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,Catdry,*
2002,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,Catdry,
2004,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2006,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2008,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2009,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2010,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2011,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2012,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2013,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2014,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2015,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2016,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2017,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2018,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2019,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
2020,,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,
1998,+,SPOW,,Spotted Owl,Strix occidentalis,,*
2000,+,SPOW,,Spotted Owl,Strix occidentalis,Strocc,*
2002,,SPOW,,Spotted Owl,Strix occidentalis,Strocc,
2004,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2006,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2008,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2009,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2010,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2011,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2012,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2013,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2014,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2015,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2016,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2017,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2018,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2019,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
2020,,SPOW,,Spotted Owl,Strix occidentalis,STROCC,
1998,+,SPRA,,Spotted Rail,Pardirallus maculatus,,*
2000,+,SPRA,,Spotted Rail,Pardirallus maculatus,Parmas,*
2002,,SPRA,,Spotted Rail,Pardirallus maculatus,Parmas,*
2004,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2006,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2008,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2009,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2010,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2011,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2012,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2013,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2014,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2015,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2016,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2017,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2018,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2019,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
2020,,SPRA,,Spotted Rail,Pardirallus maculatus,PARMAS,*
1998,+,SPRE,,Spotted Redshank,Tringa erythropus,,*
2000,+,SPRE,,Spotted Redshank,Tringa erythropus,Triery,*
2002,,SPRE,,Spotted Redshank,Tringa erythropus,Triery,
2004,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2006,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2008,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2009,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2010,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2011,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2012,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2013,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2014,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2015,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2016,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2017,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2018,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2019,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
2020,,SPRE,,Spotted Redshank,Tringa erythropus,TRIERY,
1998,+,SPSA,,Spotted Sandpiper,Actitis macularia,,*
2000,+,SPSA,,Spotted Sandpiper,Actitis macularia,Actmac,*
2002,,SPSA,,Spotted Sandpiper,Actitis macularia,Actmac,
2004,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2006,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2008,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2009,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2010,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2011,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2012,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2013,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2014,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2015,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2016,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2017,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2018,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2019,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
2020,,SPSA,,Spotted Sandpiper,Actitis macularius,ACTMAC,
1998,+,SPTO,,Spotted Towhee,Pipilo maculatus,,*
2000,+,SPTO,,Spotted Towhee,Pipilo maculatus,Pipmac,*
2002,,SPTO,,Spotted Towhee,Pipilo maculatus,Pipmac,
2004,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2006,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2008,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2009,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2010,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2011,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2012,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2013,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2014,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2015,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2016,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2017,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2018,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2019,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
2020,,SPTO,,Spotted Towhee,Pipilo maculatus,PIPMAC,
1998,+,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,,*
2000,+,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,Odogut,*
2002,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,Odogut,
2004,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2006,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2008,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2009,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2010,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2011,,SPQU,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2012,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2013,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2014,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2015,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2016,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2017,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2018,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2019,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
2020,,SPWQ,,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,
1998,+,SPWO,,Spotted Woodcreeper,Xiphorhynchus erythropygius,,*
